age,subscription_type,watch_hours,last_login_days,monthly_fee,churned,number_of_profiles,avg_watch_time_per_day,gender_Female,gender_Male,gender_Other,region_Africa,region_Asia,region_Europe,region_North America,region_Oceania,region_South America,device_Desktop,device_Laptop,device_Mobile,device_TV,device_Tablet,payment_method_Credit Card,payment_method_Crypto,payment_method_Debit Card,payment_method_Gift Card,payment_method_PayPal,favorite_genre_Action,favorite_genre_Comedy,favorite_genre_Documentary,favorite_genre_Drama,favorite_genre_Horror,favorite_genre_Romance,favorite_genre_Sci-Fi
25,2.0,28.54,50,17.99,0,2,0.56,1.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
58,2.0,3.44,17,17.99,1,3,0.19,1.0,0.0,0.0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
64,0.0,12.14,50,8.99,1,3,0.24,1.0,0.0,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
19,1.0,10.38,58,13.99,0,5,0.18,1.0,0.0,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
44,0.0,26.37,21,8.99,0,5,1.2,0.0,0.0,1.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
57,0.0,0.06,39,8.99,1,4,0.0,0.0,1.0,0.0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
26,2.0,0.97,49,17.99,1,1,0.02,1.0,0.0,0.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
37,0.0,3.05,15,8.99,1,3,0.19,0.0,1.0,0.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
63,1.0,0.83,41,13.99,1,2,0.02,0.0,0.0,1.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
59,0.0,12.13,23,8.99,0,5,0.51,1.0,0.0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
65,0.0,11.25,22,8.99,1,3,0.49,1.0,0.0,0.0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
18,2.0,2.19,24,17.99,1,1,0.09,0.0,0.0,1.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
49,0.0,17.05,16,8.99,0,4,1.0,1.0,0.0,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
59,0.0,17.34,40,8.99,1,3,0.42,1.0,0.0,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
25,2.0,0.27,60,17.99,1,1,0.0,1.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
25,0.0,17.9,3,8.99,0,3,4.47,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
48,1.0,5.33,31,13.99,1,3,0.17,0.0,1.0,0.0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
26,0.0,0.75,59,8.99,1,2,0.01,0.0,0.0,1.0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
25,1.0,4.45,41,13.99,1,2,0.11,0.0,1.0,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
42,1.0,2.96,30,13.99,0,5,0.1,1.0,0.0,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
33,0.0,0.6,41,8.99,1,3,0.01,1.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
58,1.0,10.77,44,13.99,1,1,0.24,0.0,1.0,0.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
66,2.0,13.36,15,17.99,0,5,0.83,1.0,0.0,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
42,0.0,20.9,42,8.99,1,3,0.49,0.0,1.0,0.0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
50,2.0,7.18,23,17.99,0,3,0.3,0.0,1.0,0.0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
40,0.0,14.01,14,8.99,0,3,0.93,0.0,0.0,1.0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
36,2.0,16.68,60,17.99,0,5,0.27,1.0,0.0,0.0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
48,2.0,1.67,14,17.99,1,3,0.11,0.0,0.0,1.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
60,0.0,14.45,52,8.99,1,5,0.27,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
42,1.0,7.63,32,13.99,1,2,0.23,0.0,1.0,0.0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
31,1.0,6.29,24,13.99,0,3,0.25,0.0,1.0,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
34,1.0,45.52,52,13.99,0,3,0.86,0.0,1.0,0.0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
21,0.0,0.15,48,8.99,1,4,0.0,0.0,0.0,1.0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
67,0.0,19.58,44,8.99,1,3,0.44,1.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
30,1.0,2.27,0,13.99,0,2,2.27,0.0,1.0,0.0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
55,2.0,18.02,36,17.99,0,4,0.49,0.0,0.0,1.0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
20,1.0,2.89,13,13.99,1,2,0.21,0.0,1.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
52,2.0,10.6,38,17.99,0,4,0.27,0.0,1.0,0.0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
45,2.0,14.0,33,17.99,1,2,0.41,0.0,1.0,0.0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
31,0.0,7.69,57,8.99,1,5,0.13,0.0,1.0,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
68,1.0,20.24,16,13.99,0,3,1.19,1.0,0.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
44,0.0,0.65,59,8.99,1,4,0.01,1.0,0.0,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
29,2.0,4.19,54,17.99,1,1,0.08,0.0,0.0,1.0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
34,1.0,16.36,22,13.99,0,2,0.71,0.0,1.0,0.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
35,2.0,7.93,19,17.99,0,5,0.4,0.0,1.0,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
49,2.0,6.06,12,17.99,0,5,0.47,0.0,1.0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
54,0.0,9.44,36,8.99,1,4,0.26,0.0,0.0,1.0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
27,2.0,6.31,55,17.99,0,4,0.11,0.0,1.0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
44,1.0,15.75,47,13.99,1,4,0.33,0.0,1.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
50,2.0,2.77,49,17.99,1,4,0.06,0.0,0.0,1.0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
49,0.0,3.07,44,8.99,1,1,0.07,0.0,0.0,1.0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
32,2.0,28.92,15,17.99,0,4,1.81,0.0,1.0,0.0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
45,0.0,4.02,5,8.99,1,1,0.67,1.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
27,0.0,35.36,58,8.99,0,4,0.6,1.0,0.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
43,0.0,13.19,10,8.99,0,5,1.2,0.0,0.0,1.0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
64,2.0,23.36,52,17.99,0,4,0.44,0.0,0.0,1.0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
58,2.0,15.12,59,17.99,0,5,0.25,0.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
23,2.0,1.43,30,17.99,1,5,0.05,0.0,0.0,1.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
21,0.0,0.92,57,8.99,1,2,0.02,0.0,1.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
44,1.0,2.0,40,13.99,1,1,0.05,0.0,1.0,0.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
57,0.0,0.95,58,8.99,1,5,0.02,1.0,0.0,0.0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
34,2.0,18.98,40,17.99,0,5,0.46,0.0,1.0,0.0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
63,2.0,0.3,56,17.99,1,3,0.01,0.0,1.0,0.0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
57,2.0,0.66,59,17.99,1,5,0.01,1.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
56,2.0,8.36,58,17.99,1,2,0.14,0.0,1.0,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
22,1.0,0.48,24,13.99,1,2,0.02,1.0,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
63,1.0,15.97,38,13.99,1,3,0.41,1.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
62,0.0,4.82,10,8.99,1,5,0.44,1.0,0.0,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
63,2.0,21.62,50,17.99,0,4,0.42,0.0,0.0,1.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
21,2.0,0.2,21,17.99,0,5,0.01,0.0,0.0,1.0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
52,1.0,22.33,28,13.99,0,5,0.77,0.0,1.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
33,2.0,18.3,14,17.99,0,1,1.22,1.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
39,1.0,17.05,37,13.99,1,1,0.45,1.0,0.0,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
48,0.0,16.75,16,8.99,0,5,0.99,1.0,0.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
46,2.0,23.02,59,17.99,0,2,0.38,1.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
25,0.0,5.88,0,8.99,0,3,5.88,0.0,1.0,0.0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
57,0.0,2.08,14,8.99,1,5,0.14,0.0,0.0,1.0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
18,2.0,28.08,11,17.99,0,2,2.34,0.0,1.0,0.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
62,0.0,16.1,54,8.99,1,2,0.29,1.0,0.0,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
57,1.0,15.02,5,13.99,0,2,2.5,1.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
54,0.0,22.85,10,8.99,0,5,2.08,0.0,1.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
38,0.0,6.49,34,8.99,1,2,0.19,0.0,0.0,1.0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
68,0.0,19.16,24,8.99,0,4,0.77,0.0,1.0,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
36,2.0,14.18,6,17.99,0,2,2.03,1.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
38,0.0,8.32,22,8.99,1,1,0.36,0.0,1.0,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
40,2.0,9.64,34,17.99,1,1,0.28,0.0,0.0,1.0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
54,1.0,3.22,12,13.99,1,1,0.25,0.0,0.0,1.0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
59,0.0,14.96,8,8.99,0,2,1.66,0.0,1.0,0.0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
46,0.0,6.99,34,8.99,1,2,0.2,0.0,0.0,1.0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
65,2.0,13.83,9,17.99,0,3,1.38,0.0,1.0,0.0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
35,1.0,13.03,0,13.99,0,5,13.03,1.0,0.0,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
22,1.0,5.32,16,13.99,0,3,0.31,0.0,0.0,1.0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
53,0.0,20.16,1,8.99,0,5,10.08,1.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
18,2.0,25.3,51,17.99,0,3,0.49,0.0,0.0,1.0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
22,0.0,16.66,18,8.99,0,1,0.88,1.0,0.0,0.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
18,1.0,1.68,19,13.99,1,4,0.08,0.0,1.0,0.0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
53,0.0,8.33,4,8.99,0,2,1.67,0.0,0.0,1.0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
47,2.0,3.51,50,17.99,1,1,0.07,1.0,0.0,0.0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
69,0.0,6.16,1,8.99,0,1,3.08,1.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
42,1.0,13.17,50,13.99,0,4,0.26,1.0,0.0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
41,2.0,1.65,9,17.99,1,2,0.16,0.0,0.0,1.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
19,2.0,0.17,9,17.99,0,4,0.02,0.0,1.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
45,0.0,11.74,17,8.99,0,4,0.65,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
41,2.0,13.2,29,17.99,0,3,0.44,1.0,0.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
25,2.0,36.4,28,17.99,0,5,1.26,1.0,0.0,0.0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
23,1.0,51.87,25,13.99,0,2,1.99,1.0,0.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
21,1.0,14.17,60,13.99,1,5,0.23,1.0,0.0,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
29,0.0,0.39,45,8.99,1,5,0.01,1.0,0.0,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
34,1.0,5.67,20,13.99,0,4,0.27,1.0,0.0,0.0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
36,1.0,14.25,22,13.99,0,5,0.62,0.0,0.0,1.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
35,2.0,28.04,59,17.99,0,2,0.47,0.0,0.0,1.0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
31,1.0,6.11,17,13.99,0,5,0.34,0.0,1.0,0.0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
57,2.0,6.13,3,17.99,0,3,1.53,0.0,1.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
46,0.0,3.39,5,8.99,0,4,0.57,0.0,0.0,1.0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
26,1.0,5.67,36,13.99,0,5,0.15,1.0,0.0,0.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
30,0.0,0.28,56,8.99,1,2,0.0,0.0,0.0,1.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
57,2.0,6.49,23,17.99,0,1,0.27,1.0,0.0,0.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
24,0.0,3.55,59,8.99,1,3,0.06,0.0,1.0,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
20,0.0,14.05,7,8.99,0,3,1.76,1.0,0.0,0.0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
22,2.0,1.03,44,17.99,1,2,0.02,1.0,0.0,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
62,0.0,3.62,34,8.99,1,3,0.1,1.0,0.0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
56,0.0,2.54,39,8.99,1,5,0.06,1.0,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
22,0.0,2.59,2,8.99,1,1,0.86,0.0,0.0,1.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
43,0.0,8.05,13,8.99,0,5,0.58,0.0,0.0,1.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
46,1.0,16.95,32,13.99,0,2,0.51,0.0,0.0,1.0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
38,1.0,2.76,30,13.99,1,4,0.09,0.0,1.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
36,2.0,13.25,19,17.99,0,1,0.66,0.0,0.0,1.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
41,1.0,14.82,33,13.99,1,2,0.44,0.0,1.0,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
39,0.0,2.52,52,8.99,1,2,0.05,0.0,0.0,1.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
31,0.0,9.71,16,8.99,0,3,0.57,0.0,1.0,0.0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
29,2.0,5.29,8,17.99,0,3,0.59,1.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
33,0.0,9.81,39,8.99,1,3,0.25,1.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
30,1.0,5.21,11,13.99,0,3,0.43,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
51,0.0,6.7,58,8.99,1,4,0.11,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
40,1.0,7.88,9,13.99,0,2,0.79,1.0,0.0,0.0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
36,2.0,41.02,47,17.99,0,3,0.85,0.0,0.0,1.0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
65,0.0,46.29,39,8.99,0,5,1.16,0.0,1.0,0.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
58,2.0,59.99,11,17.99,0,2,5.0,1.0,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
43,0.0,1.18,31,8.99,1,1,0.04,0.0,1.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
70,0.0,8.26,2,8.99,0,4,2.75,0.0,0.0,1.0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
49,1.0,20.37,30,13.99,0,1,0.66,0.0,1.0,0.0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
30,1.0,3.36,2,13.99,0,2,1.12,0.0,0.0,1.0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
43,0.0,17.66,7,8.99,0,1,2.21,0.0,1.0,0.0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
47,0.0,0.83,42,8.99,1,2,0.02,0.0,1.0,0.0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
47,2.0,25.17,1,17.99,0,5,12.59,0.0,1.0,0.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
51,1.0,6.79,3,13.99,0,4,1.7,1.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
38,2.0,11.56,38,17.99,1,4,0.3,0.0,1.0,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
48,0.0,60.85,10,8.99,0,5,5.53,0.0,0.0,1.0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
28,1.0,5.29,18,13.99,0,1,0.28,0.0,1.0,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
32,1.0,1.7,45,13.99,1,5,0.04,1.0,0.0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
57,2.0,27.17,41,17.99,0,4,0.65,0.0,0.0,1.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
44,1.0,8.03,57,13.99,1,5,0.14,0.0,1.0,0.0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
18,1.0,5.41,20,13.99,0,3,0.26,0.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
18,0.0,10.17,46,8.99,1,1,0.22,0.0,1.0,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
21,1.0,16.74,39,13.99,1,3,0.42,1.0,0.0,0.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
29,2.0,1.38,4,17.99,1,3,0.28,1.0,0.0,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
63,2.0,21.06,17,17.99,0,1,1.17,1.0,0.0,0.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
64,0.0,11.77,9,8.99,0,2,1.18,1.0,0.0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
21,2.0,20.56,0,17.99,0,5,20.56,1.0,0.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
50,0.0,6.36,57,8.99,1,5,0.11,0.0,0.0,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
23,1.0,12.14,9,13.99,0,3,1.21,1.0,0.0,0.0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
65,1.0,15.97,2,13.99,0,1,5.32,1.0,0.0,0.0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
49,1.0,3.75,0,13.99,0,4,3.75,0.0,1.0,0.0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
29,1.0,0.24,23,13.99,1,2,0.01,1.0,0.0,0.0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
55,0.0,18.98,34,8.99,0,5,0.54,1.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
63,2.0,2.96,25,17.99,0,4,0.11,0.0,1.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
66,2.0,1.4,23,17.99,1,2,0.06,0.0,0.0,1.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
